Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,Auto_Loan,Credit-Builder_Loan,Debt_Consolidation_Loan,Home_Equity_Loan,Mortgage_Loan,Not_Specified,Payday_Loan,Personal_Loan,Student_Loan,dias_atraso,divida_restante,utiliza_cartao_credito,idade,alteracao_limite_credito,tempo_credito,investimento_mensal,saldo_mensal,Credit_Score
1,0.0,3.0,1,0,0,0,0,1,0,0,0,2.0,7.0,2.0,1.0,1.0,4.0,0.0,0.0,Good
2,0.0,3.0,1,0,0,1,1,1,0,0,0,5.0,6.0,1.0,0.0,1.0,1.0,3.0,4.0,Good
2,0.0,2.0,0,0,0,1,0,1,0,0,0,3.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0,Good
1,0.0,3.0,0,0,0,0,0,1,0,0,0,2.0,6.0,1.0,2.0,5.0,3.0,1.0,4.0,Good
2,0.0,1.0,0,0,0,0,0,1,0,0,0,3.0,6.0,0.0,1.0,5.0,4.0,4.0,6.0,Good
2,0.0,5.0,0,0,0,0,0,1,0,0,0,1.0,7.0,3.0,3.0,3.0,1.0,0.0,3.0,Good
2,0.0,4.0,0,1,0,0,0,0,0,0,1,3.0,7.0,0.0,5.0,5.0,1.0,0.0,6.0,Good
1,1.0,3.0,0,0,0,0,0,0,0,0,1,2.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,Good
2,1.0,1.0,0,0,0,0,0,1,0,0,0,5.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,Good
2,0.0,2.0,0,0,0,0,0,0,0,0,1,3.0,2.0,3.0,0.0,1.0,5.0,4.0,5.0,Good
2,0.0,5.0,1,0,0,1,0,0,0,0,0,3.0,7.0,4.0,3.0,1.0,3.0,4.0,1.0,Good
1,0.0,5.0,0,0,0,1,0,0,0,0,0,2.0,0.0,4.0,0.0,1.0,4.0,4.0,3.0,Good
2,0.0,1.0,0,0,1,0,1,0,0,0,1,1.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,Good
1,1.0,5.0,1,0,0,0,0,0,0,1,0,5.0,2.0,0.0,1.0,5.0,3.0,0.0,0.0,Good
2,0.0,3.0,0,0,0,1,0,1,0,0,0,5.0,6.0,0.0,5.0,3.0,4.0,0.0,0.0,Good
2,0.0,0.0,0,0,0,0,0,0,0,1,0,3.0,2.0,4.0,5.0,1.0,4.0,4.0,3.0,Good
1,1.0,2.0,0,1,0,1,0,0,0,0,1,3.0,0.0,3.0,4.0,5.0,3.0,0.0,0.0,Good
2,0.0,0.0,0,0,0,0,0,1,0,0,0,5.0,7.0,2.0,0.0,3.0,3.0,0.0,6.0,Good
2,1.0,4.0,0,0,1,1,1,0,1,0,0,3.0,7.0,3.0,2.0,3.0,4.0,0.0,6.0,Good
2,0.0,5.0,0,0,1,0,0,0,1,1,0,3.0,0.0,4.0,4.0,5.0,3.0,4.0,3.0,Good
2,0.0,3.0,0,0,1,0,0,0,0,0,0,3.0,7.0,0.0,4.0,5.0,5.0,5.0,2.0,Good
2,0.0,1.0,0,0,0,0,1,0,0,1,0,3.0,2.0,2.0,4.0,1.0,3.0,0.0,6.0,Good
2,0.0,0.0,1,1,0,1,0,0,1,0,0,1.0,6.0,3.0,3.0,5.0,4.0,0.0,0.0,Good
2,1.0,1.0,0,0,0,0,0,0,1,0,1,5.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,Good
1,1.0,1.0,0,0,0,0,1,0,0,0,0,1.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,Good
1,0.0,0.0,0,0,0,0,1,0,0,0,0,2.0,2.0,4.0,0.0,3.0,5.0,4.0,0.0,Good
2,0.0,4.0,0,0,0,1,1,0,1,0,0,1.0,7.0,2.0,1.0,5.0,3.0,0.0,0.0,Good
2,0.0,4.0,0,0,0,0,0,0,1,0,0,3.0,2.0,3.0,1.0,5.0,5.0,1.0,5.0,Good
2,0.0,3.0,0,0,1,0,0,0,0,0,0,5.0,0.0,3.0,0.0,3.0,1.0,0.0,5.0,Good
1,1.0,4.0,1,0,1,0,1,0,1,0,0,2.0,2.0,3.0,2.0,5.0,4.0,0.0,0.0,Good
2,1.0,0.0,0,1,0,0,1,1,0,1,0,1.0,6.0,4.0,3.0,1.0,4.0,4.0,5.0,Good
1,0.0,1.0,1,0,1,0,0,0,1,1,0,5.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,Good
1,1.0,0.0,0,0,0,0,1,0,0,0,1,3.0,2.0,0.0,5.0,0.0,3.0,4.0,0.0,Good
1,0.0,2.0,0,0,0,0,0,1,0,0,0,5.0,6.0,0.0,3.0,5.0,3.0,5.0,4.0,Good
2,0.0,2.0,0,0,0,0,0,0,1,1,0,3.0,6.0,0.0,1.0,3.0,4.0,4.0,0.0,Good
2,0.0,3.0,1,0,0,0,0,0,1,0,0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,Good
2,0.0,1.0,0,0,0,0,0,1,0,0,0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,0.0,Good
1,0.0,5.0,0,1,0,0,0,1,0,0,1,5.0,6.0,0.0,5.0,3.0,4.0,0.0,5.0,Good
2,0.0,2.0,0,1,0,0,1,0,0,0,1,3.0,7.0,4.0,1.0,5.0,3.0,4.0,5.0,Good
2,0.0,3.0,0,0,0,0,0,1,0,0,0,3.0,0.0,1.0,2.0,5.0,1.0,5.0,2.0,Good
2,0.0,3.0,0,0,0,0,0,0,1,0,0,2.0,0.0,0.0,5.0,5.0,5.0,4.0,0.0,Good
2,1.0,4.0,0,0,0,0,0,1,0,0,0,5.0,0.0,4.0,1.0,3.0,3.0,4.0,1.0,Good
1,1.0,3.0,0,0,1,1,0,0,0,0,0,1.0,6.0,3.0,5.0,5.0,3.0,0.0,0.0,Good
2,0.0,0.0,0,0,0,0,0,0,0,1,1,3.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,Good
2,0.0,4.0,0,0,0,0,1,0,1,1,0,5.0,2.0,0.0,5.0,1.0,3.0,0.0,6.0,Good
1,0.0,3.0,0,0,1,0,0,0,0,1,0,5.0,6.0,2.0,1.0,5.0,4.0,4.0,4.0,Good
2,0.0,5.0,0,1,0,1,0,0,1,0,0,1.0,2.0,4.0,1.0,3.0,3.0,0.0,6.0,Good
1,1.0,4.0,0,0,1,0,0,0,1,0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Good
2,0.0,2.0,0,0,0,0,1,0,0,0,0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,6.0,Good
1,0.0,3.0,1,0,1,0,0,0,0,0,1,5.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,Good
2,0.0,5.0,1,0,1,0,0,1,0,0,0,5.0,2.0,4.0,3.0,1.0,3.0,0.0,5.0,Good
2,0.0,3.0,0,0,0,1,0,0,0,0,1,3.0,0.0,1.0,5.0,3.0,3.0,3.0,4.0,Good
2,0.0,2.0,1,0,0,0,0,0,0,1,0,2.0,6.0,2.0,5.0,3.0,1.0,0.0,0.0,Good
2,0.0,1.0,0,0,0,0,0,1,0,0,0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,6.0,Good
2,0.0,1.0,0,1,0,1,0,0,1,0,0,2.0,6.0,2.0,5.0,3.0,5.0,4.0,6.0,Good
1,0.0,3.0,0,0,0,0,0,1,0,1,0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,6.0,Good
2,0.0,3.0,0,0,0,0,0,1,0,0,0,1.0,7.0,0.0,5.0,5.0,3.0,1.0,0.0,Good
2,0.0,5.0,1,1,0,0,0,1,0,0,0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,Good
2,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,6.0,0.0,4.0,3.0,1.0,2.0,1.0,Good
2,0.0,3.0,1,0,0,1,0,1,0,1,0,5.0,6.0,0.0,1.0,3.0,3.0,3.0,4.0,Good
2,0.0,4.0,0,1,0,1,1,0,0,0,0,3.0,0.0,3.0,1.0,5.0,3.0,3.0,6.0,Good
2,0.0,3.0,0,1,1,0,0,0,1,1,0,5.0,6.0,0.0,3.0,3.0,3.0,4.0,4.0,Good
1,1.0,4.0,1,1,0,1,0,0,0,0,0,3.0,7.0,1.0,3.0,0.0,3.0,0.0,0.0,Good
2,0.0,3.0,0,0,1,0,0,0,0,0,0,1.0,2.0,1.0,4.0,3.0,3.0,0.0,6.0,Good
2,0.0,2.0,0,0,0,0,1,0,0,0,1,5.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,Good
2,0.0,3.0,0,0,1,0,0,1,0,0,0,5.0,6.0,0.0,5.0,3.0,0.0,0.0,4.0,Good
2,1.0,3.0,0,0,0,0,1,1,1,1,0,5.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,Good
2,0.0,4.0,0,0,0,0,0,1,0,0,0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,5.0,Good
2,0.0,4.0,0,0,0,0,0,1,0,0,0,3.0,7.0,2.0,5.0,3.0,4.0,0.0,5.0,Good
2,0.0,5.0,0,0,0,0,0,1,0,0,0,3.0,6.0,4.0,2.0,1.0,4.0,0.0,1.0,Good
2,0.0,1.0,0,1,0,0,0,1,0,0,0,1.0,6.0,3.0,2.0,1.0,3.0,0.0,4.0,Good
1,0.0,1.0,0,0,0,0,0,0,1,0,0,1.0,7.0,3.0,1.0,1.0,3.0,4.0,0.0,Good
1,0.0,1.0,1,0,0,1,1,0,0,0,1,5.0,0.0,3.0,1.0,3.0,3.0,4.0,4.0,Good
1,0.0,3.0,0,0,0,0,0,1,0,0,0,2.0,6.0,1.0,0.0,5.0,3.0,0.0,0.0,Good
1,1.0,2.0,0,1,0,0,0,0,1,0,0,1.0,0.0,3.0,4.0,3.0,0.0,1.0,4.0,Good
2,0.0,2.0,0,0,0,0,0,1,0,0,0,5.0,0.0,3.0,5.0,5.0,0.0,5.0,5.0,Good
2,0.0,0.0,1,1,0,0,1,0,0,0,0,2.0,7.0,3.0,1.0,3.0,4.0,0.0,4.0,Good
2,0.0,3.0,0,0,1,0,0,1,0,1,0,2.0,7.0,3.0,1.0,3.0,1.0,0.0,0.0,Good
2,0.0,4.0,0,0,0,0,1,0,0,0,0,3.0,7.0,2.0,5.0,0.0,3.0,4.0,5.0,Good
2,0.0,3.0,0,0,0,0,1,1,0,0,0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,Good
2,0.0,4.0,0,1,1,0,1,0,0,0,1,1.0,0.0,2.0,3.0,3.0,3.0,3.0,5.0,Good
1,0.0,1.0,0,0,0,0,1,1,0,0,0,3.0,6.0,0.0,4.0,1.0,5.0,4.0,6.0,Good
2,0.0,0.0,0,0,0,0,0,1,0,0,0,3.0,0.0,4.0,4.0,1.0,3.0,4.0,0.0,Good
2,0.0,2.0,0,0,0,0,0,0,1,0,0,3.0,7.0,2.0,1.0,1.0,3.0,1.0,5.0,Good
1,1.0,1.0,0,0,0,0,0,1,0,0,0,3.0,6.0,2.0,0.0,0.0,4.0,3.0,0.0,Good
1,0.0,1.0,1,0,0,0,0,0,1,0,0,5.0,6.0,2.0,1.0,3.0,1.0,0.0,0.0,Good
2,0.0,1.0,0,0,1,0,1,0,0,0,0,1.0,2.0,0.0,0.0,5.0,1.0,3.0,0.0,Good
1,1.0,1.0,0,0,1,1,0,0,1,1,1,1.0,7.0,2.0,0.0,0.0,2.0,4.0,0.0,Good
1,0.0,2.0,0,0,0,0,0,1,0,0,0,5.0,7.0,0.0,5.0,5.0,3.0,0.0,4.0,Good
2,1.0,4.0,0,0,1,0,0,1,0,1,1,3.0,7.0,1.0,5.0,5.0,3.0,0.0,6.0,Good
2,0.0,2.0,1,1,1,0,1,0,0,0,0,5.0,0.0,2.0,2.0,1.0,4.0,4.0,4.0,Good
2,0.0,3.0,1,0,0,0,0,1,0,0,1,1.0,2.0,0.0,4.0,3.0,4.0,4.0,6.0,Good
2,0.0,4.0,0,0,0,0,0,1,0,0,0,3.0,0.0,4.0,1.0,5.0,4.0,4.0,1.0,Good
1,0.0,4.0,0,0,0,0,0,1,0,0,0,2.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,Good
2,0.0,4.0,0,0,0,0,0,1,1,1,1,3.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,Good
2,0.0,5.0,0,0,0,0,1,0,0,0,0,1.0,6.0,2.0,2.0,5.0,0.0,1.0,1.0,Good
2,0.0,5.0,0,1,1,0,0,0,1,1,0,5.0,6.0,2.0,1.0,5.0,1.0,1.0,3.0,Good
2,0.0,3.0,1,0,1,0,0,1,1,0,0,5.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,Good
2,0.0,3.0,0,0,0,0,0,0,1,0,1,3.0,7.0,0.0,2.0,5.0,5.0,2.0,6.0,Good
1,1.0,3.0,0,1,1,1,0,0,0,0,0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,Good
1,0.0,3.0,0,0,1,1,0,1,0,1,0,3.0,7.0,4.0,2.0,5.0,1.0,2.0,3.0,Good
2,0.0,4.0,0,0,0,0,0,0,1,0,0,3.0,0.0,4.0,5.0,3.0,3.0,0.0,6.0,Good
1,1.0,2.0,0,0,0,0,0,0,0,0,1,1.0,7.0,3.0,0.0,2.0,5.0,1.0,2.0,Good
2,0.0,4.0,1,1,1,1,0,0,0,0,0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,Good
1,0.0,0.0,1,0,0,0,0,1,0,0,0,5.0,0.0,3.0,5.0,1.0,3.0,0.0,6.0,Good
2,0.0,4.0,0,1,0,0,0,1,0,0,1,5.0,7.0,4.0,5.0,5.0,4.0,1.0,3.0,Good
1,0.0,2.0,0,0,0,0,0,0,0,1,0,5.0,6.0,3.0,3.0,1.0,4.0,1.0,4.0,Good
2,0.0,3.0,0,0,0,1,0,1,1,0,0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,Good
2,0.0,2.0,0,0,0,0,0,1,1,0,0,3.0,2.0,1.0,0.0,3.0,5.0,1.0,0.0,Good
2,0.0,2.0,0,0,0,0,0,1,0,0,0,1.0,6.0,3.0,2.0,1.0,4.0,4.0,5.0,Good
2,0.0,4.0,1,0,1,0,1,0,0,0,0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,Good
2,0.0,3.0,0,0,1,0,0,0,1,0,0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,6.0,Good
2,0.0,1.0,0,0,0,1,0,0,0,0,1,3.0,2.0,2.0,0.0,1.0,5.0,0.0,6.0,Good
2,0.0,1.0,0,0,1,1,0,0,0,0,0,5.0,2.0,1.0,3.0,3.0,1.0,3.0,6.0,Good
2,0.0,2.0,0,0,0,1,1,0,0,0,0,1.0,6.0,0.0,5.0,1.0,3.0,3.0,0.0,Good
2,1.0,5.0,0,0,0,1,1,0,0,0,0,2.0,7.0,3.0,1.0,1.0,3.0,0.0,6.0,Good
2,0.0,0.0,0,0,0,0,0,1,0,0,0,3.0,7.0,3.0,5.0,1.0,3.0,3.0,6.0,Good
1,1.0,1.0,0,0,0,0,0,1,0,0,0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,Good
1,0.0,4.0,0,0,0,0,0,1,0,0,0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,Good
2,1.0,3.0,0,0,0,0,0,1,0,0,0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,6.0,Good
2,0.0,4.0,0,1,0,0,1,0,0,0,0,3.0,2.0,0.0,0.0,5.0,0.0,4.0,5.0,Good
2,0.0,3.0,0,0,0,1,0,1,0,0,0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,2.0,Good
1,0.0,5.0,0,0,0,1,1,0,0,1,0,5.0,7.0,3.0,3.0,5.0,5.0,0.0,3.0,Good
1,0.0,4.0,0,0,0,0,0,1,0,0,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,Good
2,0.0,0.0,0,0,0,0,0,1,0,0,0,3.0,2.0,4.0,2.0,5.0,5.0,0.0,6.0,Good
2,0.0,5.0,0,1,1,0,0,0,1,0,1,1.0,6.0,0.0,2.0,1.0,1.0,0.0,6.0,Good
2,0.0,3.0,1,0,0,0,1,1,1,0,0,5.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,Good
2,0.0,3.0,0,1,1,0,1,0,0,0,0,2.0,7.0,1.0,2.0,3.0,4.0,4.0,4.0,Good
1,1.0,4.0,0,1,0,0,0,0,0,0,0,2.0,7.0,4.0,0.0,5.0,4.0,0.0,6.0,Good
1,0.0,3.0,1,0,0,1,1,0,0,0,1,5.0,6.0,2.0,2.0,1.0,5.0,2.0,2.0,Good
1,0.0,2.0,0,0,1,0,0,1,0,0,0,3.0,6.0,1.0,2.0,1.0,1.0,4.0,4.0,Good
2,0.0,4.0,1,0,0,0,0,1,0,0,0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,Good
2,0.0,2.0,1,0,0,0,0,0,0,0,0,3.0,6.0,1.0,0.0,3.0,1.0,3.0,6.0,Good
2,0.0,5.0,1,0,1,0,0,0,0,0,0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,6.0,Good
1,1.0,5.0,0,0,0,0,0,0,1,0,0,5.0,7.0,0.0,0.0,5.0,3.0,1.0,1.0,Good
2,0.0,4.0,1,0,0,0,0,0,0,0,0,3.0,0.0,2.0,2.0,0.0,5.0,4.0,3.0,Good
0,1.0,2.0,1,1,0,1,1,0,1,1,0,0.0,4.0,2.0,0.0,4.0,2.0,2.0,2.0,Good
2,0.0,5.0,0,0,0,1,0,0,0,0,1,5.0,2.0,4.0,0.0,3.0,1.0,3.0,1.0,Good
2,0.0,3.0,0,0,0,0,1,0,1,0,1,3.0,2.0,1.0,2.0,3.0,5.0,0.0,0.0,Good
2,0.0,3.0,0,0,0,0,0,1,0,0,0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,6.0,Good
2,0.0,1.0,0,1,1,0,0,1,0,0,1,5.0,2.0,1.0,0.0,1.0,3.0,3.0,4.0,Good
2,0.0,3.0,1,0,0,0,0,0,0,0,0,3.0,6.0,0.0,3.0,3.0,3.0,4.0,0.0,Good
2,0.0,5.0,0,0,0,0,0,1,0,0,0,3.0,6.0,2.0,4.0,1.0,0.0,4.0,1.0,Good
2,0.0,5.0,0,0,0,1,0,0,0,0,0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,3.0,Good
0,1.0,5.0,1,1,0,1,0,1,1,0,0,4.0,1.0,3.0,3.0,4.0,6.0,0.0,4.0,Good
2,0.0,0.0,0,1,1,0,0,1,0,0,1,5.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,Good
2,0.0,2.0,0,0,0,0,1,0,0,1,0,3.0,0.0,3.0,0.0,5.0,3.0,2.0,6.0,Good
2,0.0,5.0,0,0,0,0,0,0,1,0,0,3.0,7.0,3.0,2.0,5.0,3.0,4.0,3.0,Good
2,0.0,1.0,0,0,0,0,0,0,1,0,1,1.0,7.0,1.0,2.0,3.0,1.0,0.0,0.0,Good
2,0.0,0.0,0,0,0,0,0,1,0,0,0,5.0,2.0,4.0,1.0,3.0,1.0,4.0,6.0,Good
2,0.0,4.0,0,0,0,0,0,1,0,0,0,3.0,0.0,3.0,0.0,1.0,5.0,4.0,5.0,Good
2,0.0,4.0,0,0,0,0,0,1,0,0,0,3.0,6.0,2.0,1.0,3.0,1.0,0.0,6.0,Good
2,1.0,5.0,0,1,0,0,0,0,1,0,1,3.0,6.0,4.0,4.0,1.0,3.0,3.0,1.0,Good
2,0.0,5.0,0,0,0,0,0,0,0,1,0,5.0,0.0,3.0,2.0,1.0,5.0,4.0,3.0,Good
2,0.0,4.0,0,0,0,1,1,0,0,1,1,5.0,7.0,2.0,3.0,3.0,4.0,0.0,0.0,Good
2,0.0,0.0,0,1,1,0,0,0,1,1,0,3.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,Good
1,0.0,0.0,1,1,1,1,0,0,0,0,0,3.0,7.0,0.0,3.0,3.0,4.0,3.0,4.0,Good
2,0.0,2.0,0,0,1,0,0,1,0,0,0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,Good
1,1.0,5.0,0,1,0,0,1,0,1,1,0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,4.0,Good
2,0.0,4.0,0,0,0,1,1,0,0,0,0,1.0,2.0,1.0,4.0,1.0,3.0,0.0,0.0,Good
2,0.0,0.0,0,0,0,0,0,0,1,0,0,5.0,0.0,4.0,4.0,3.0,5.0,4.0,0.0,Good
2,0.0,2.0,0,0,0,0,1,0,0,0,0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,6.0,Good
1,0.0,3.0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,Good
2,0.0,4.0,0,0,1,0,0,0,0,0,0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,Good
1,0.0,0.0,0,0,0,0,0,1,0,1,0,5.0,7.0,0.0,0.0,5.0,5.0,4.0,5.0,Good
2,0.0,2.0,0,0,1,0,1,0,1,0,0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,Good
2,0.0,3.0,0,0,0,1,0,1,0,0,0,1.0,2.0,3.0,4.0,5.0,3.0,0.0,3.0,Good
2,0.0,1.0,0,0,0,0,0,1,0,0,0,3.0,0.0,4.0,0.0,1.0,3.0,4.0,5.0,Good
2,0.0,4.0,0,0,0,0,0,1,0,0,0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,Good
2,0.0,2.0,0,0,0,0,0,1,0,0,0,3.0,0.0,1.0,4.0,1.0,3.0,4.0,0.0,Good
2,1.0,3.0,0,1,0,1,0,0,1,0,0,5.0,7.0,0.0,5.0,3.0,5.0,1.0,4.0,Good
2,0.0,4.0,1,0,0,1,0,0,0,0,0,1.0,7.0,3.0,2.0,3.0,3.0,0.0,0.0,Good
1,1.0,3.0,0,0,0,0,0,1,0,0,0,3.0,0.0,3.0,4.0,0.0,3.0,0.0,6.0,Good
1,1.0,5.0,0,0,0,1,0,0,0,1,1,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Good
2,1.0,4.0,1,0,0,0,1,0,0,1,0,1.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,Good
2,0.0,2.0,0,0,1,0,0,0,0,1,0,5.0,0.0,1.0,3.0,5.0,1.0,1.0,0.0,Good
2,0.0,1.0,0,0,0,0,1,0,0,0,0,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,Good
2,0.0,2.0,0,0,1,0,0,0,1,1,0,3.0,0.0,3.0,4.0,1.0,4.0,1.0,6.0,Good
2,0.0,4.0,0,0,0,0,0,1,0,0,1,1.0,6.0,0.0,4.0,3.0,5.0,0.0,5.0,Good
2,0.0,4.0,0,1,0,0,0,0,1,0,0,5.0,7.0,0.0,1.0,1.0,3.0,0.0,6.0,Good
2,0.0,2.0,0,0,0,1,0,0,0,1,0,1.0,0.0,1.0,5.0,3.0,4.0,5.0,4.0,Good
2,0.0,5.0,0,1,1,0,0,0,0,0,0,5.0,6.0,2.0,0.0,3.0,3.0,0.0,0.0,Good
2,0.0,4.0,0,0,0,0,0,1,0,0,0,3.0,7.0,1.0,2.0,5.0,0.0,1.0,6.0,Good
2,0.0,5.0,0,0,0,0,0,0,0,1,1,3.0,2.0,2.0,0.0,3.0,5.0,0.0,1.0,Good
1,1.0,5.0,1,0,1,0,0,0,0,0,0,2.0,6.0,4.0,4.0,5.0,3.0,0.0,5.0,Good
2,0.0,5.0,0,0,0,0,0,1,1,0,0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,Good
1,1.0,1.0,1,0,1,0,0,0,0,0,0,2.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,Good
2,0.0,5.0,0,0,1,0,0,0,1,0,1,5.0,6.0,2.0,3.0,3.0,4.0,1.0,6.0,Good
2,0.0,0.0,0,0,0,0,0,1,0,0,0,3.0,0.0,3.0,2.0,5.0,1.0,4.0,0.0,Good
1,0.0,3.0,0,0,0,1,0,0,0,1,1,5.0,0.0,3.0,2.0,1.0,3.0,4.0,0.0,Good
1,1.0,5.0,1,1,0,1,0,0,0,1,0,1.0,7.0,2.0,0.0,5.0,3.0,0.0,0.0,Good
2,0.0,4.0,1,0,0,0,0,0,1,0,0,5.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,Good
2,0.0,0.0,0,1,0,0,0,1,0,0,0,3.0,7.0,4.0,5.0,5.0,3.0,1.0,3.0,Good
2,0.0,3.0,0,0,1,0,0,0,0,0,0,3.0,0.0,3.0,1.0,0.0,5.0,0.0,4.0,Good
2,0.0,2.0,0,0,0,0,0,1,0,1,1,3.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,Good
2,0.0,1.0,0,0,0,0,0,1,0,0,0,3.0,2.0,3.0,0.0,1.0,3.0,4.0,0.0,Good
2,1.0,2.0,0,0,1,0,0,0,1,0,0,5.0,7.0,4.0,2.0,1.0,1.0,3.0,6.0,Good
2,0.0,0.0,0,0,0,0,0,1,0,0,0,1.0,2.0,0.0,1.0,5.0,4.0,4.0,0.0,Good
2,0.0,4.0,1,0,0,1,0,0,1,0,0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,Good
1,0.0,3.0,0,0,1,0,1,0,1,1,0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,2.0,Good
2,1.0,4.0,0,0,1,0,0,0,0,1,0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,Good
2,0.0,0.0,0,0,0,0,0,0,0,1,0,5.0,0.0,3.0,4.0,1.0,3.0,0.0,6.0,Good
2,0.0,5.0,0,0,0,1,0,0,0,0,1,5.0,7.0,4.0,5.0,5.0,1.0,0.0,6.0,Good
1,1.0,1.0,0,0,0,1,0,0,0,1,1,2.0,0.0,1.0,1.0,2.0,0.0,3.0,6.0,Good
1,0.0,4.0,0,0,0,0,1,0,0,0,0,2.0,2.0,1.0,0.0,3.0,5.0,0.0,6.0,Good
2,0.0,2.0,0,0,0,0,0,1,0,0,0,5.0,2.0,4.0,3.0,1.0,3.0,3.0,5.0,Good
2,0.0,4.0,0,0,0,0,0,1,0,0,0,5.0,0.0,4.0,3.0,1.0,3.0,4.0,5.0,Good
2,0.0,3.0,0,0,0,0,0,0,0,1,0,1.0,6.0,0.0,4.0,5.0,0.0,3.0,4.0,Good
0,1.0,1.0,0,1,1,1,0,0,1,0,1,2.0,5.0,0.0,4.0,4.0,6.0,1.0,6.0,Good
2,1.0,3.0,0,1,0,1,0,0,0,1,1,1.0,0.0,4.0,5.0,5.0,3.0,4.0,4.0,Good
1,0.0,2.0,0,1,0,0,0,1,0,0,0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,6.0,Good
2,0.0,3.0,0,0,0,0,0,0,1,0,0,5.0,6.0,4.0,0.0,3.0,3.0,0.0,6.0,Good
2,0.0,2.0,0,0,0,0,0,1,0,0,0,3.0,6.0,3.0,5.0,1.0,1.0,5.0,4.0,Good
2,0.0,3.0,0,0,0,0,0,0,1,1,0,3.0,6.0,4.0,1.0,1.0,4.0,0.0,6.0,Good
1,1.0,1.0,0,0,1,1,1,1,0,0,0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,Good
2,1.0,3.0,0,0,0,0,1,0,0,0,0,1.0,7.0,3.0,2.0,3.0,1.0,4.0,5.0,Good
2,0.0,4.0,0,0,0,1,0,1,0,0,0,5.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,Good
1,1.0,2.0,1,0,0,1,0,0,0,0,0,3.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,Good
2,0.0,3.0,0,0,0,0,0,1,0,0,0,1.0,2.0,0.0,4.0,3.0,3.0,3.0,3.0,Good
